number,created_at,text,source,user is verified,user has url,user description,user created at,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,user location,binary_class,ternary_class
4648,2022-07-09 21:17,"7 of your most pressing monkeypox vaccine questions, answered We have safe, effective options — but in short supply. _URL_",Twitter Web App,FALSE,FALSE,"Eclectic art enthusiast, all-around geek, game designer, roleplayer, among other things My tweets are information, not endorsement",2010-09-01 18:39,0,0,0,0,715,609,89728,78,None,0,0
3690,2022-07-09 18:00,"7 of your most pressing monkeypox vaccine questions, answered _URL_ via @voxdotcom",Twitter for iPhone,FALSE,TRUE,"Health policy news, opinion, analysis and video. Sign up for our Morning Scan daily email. RTs≠Endorsements. Op-Eds reflect views of authors solely.",2015-06-23 20:04,0,0,1,0,1587,718,2482,104,None,0,0
3977,2022-07-09 19:04,"7.9.22: via KFI radio just heard who's ""at risk"" in California for #monkeypox: gay men, men who have sex with men, and transsexuals.",Twitter Web App,FALSE,FALSE,"Like my stuff? FOLLOW ME, THX! ... Fled AZ after 7 decades. 1974-91 Phx. biz owner. Christian ProLife/Israel. NRA Trump Actor Aspy Reader Writer Retired Grampa",2022-03-14 0:31,0,0,0,0,81,356,3218,1,"NWA, Arkansas",0,0
2977,2022-07-09 15:29,"75% of NYC monkeypox cases are in Manhattan, thousands of vaccine doses secured, officials say _URL_",Twitter Web App,FALSE,FALSE,"FREE SPIRIT looking for Dog Love !!!! , Pass no judgement don't know a lot  BUT I know a little Goal: to expose Financial Fraudsters parody , n acct#, no DM",2020-11-21 23:39,0,0,0,0,536,1092,8522,0,New England U.S.A.,0,0
2871,2022-07-09 15:06,"8-9 weeks after one singular case outside Africa, Monkeypox cases have now increased by more than a thousand within 24 hours. Global government responses...? _URL_",Twitter Web App,FALSE,FALSE,A random voice in a random world of random musings within a 14-billion-year-old random universe of random boll*cks. And probably enjoying a random G&T.,2021-08-16 22:01,0,0,0,0,25,0,1945,1,None,0,0
5628,2022-07-13 20:57,"A big THANK YOU to @BridgetonFOX7 of @fox7austin for the opportunity to give an update on the current #monkeypox outbreak in the U.S.  Check it out later today on Fox 7 News, Austin, TX!",Twitter Web App,TRUE,TRUE,Dad | Husband | Christian | Microbio | Prof | Mentor | #WeSaveLivesEveryday | #beabobcat | #GoSpursGo | Author | #lab4life | @TxSt | #BobcatFamily | My Tweets,2014-04-01 13:39,0,0,8,0,4004,2595,57413,135,Texas State University - @TXST_CLS,0,0
3895,2022-07-09 18:49,"A Denton County resident has tested ""presumptive positive"" for monkeypox. _URL_",Twitter Web App,FALSE,TRUE,"Local Lives Here: The Cross Timbers Gazette, serving southern Denton County, TX since 1979 with daily news updates.",2008-04-28 23:07,0,0,0,0,5433,454,85089,103,"Flower Mound, TX",0,0
4686,2022-07-09 21:24,A great take on the difficult crossroads we face in the fight against #monkeypox by @LizHighleyman in her debut for @Slate. _URL_,Twitter Web App,TRUE,TRUE,"Science reporter covering Covid, monkeypox, HIV, climate | Battling cancer | Contributor: @NYTimes @NBCNews @Guardian @TRF_Stories Also: @TheNation @TheAtlantic",2013-08-13 6:16,2,2,11,0,6389,1346,23156,122,New York City,0,0
4006,2022-07-09 19:10,"A guide to the clinical signs, management, and more related to Monkeypox. _URL_ _URL_",Sprinklr Publishing,TRUE,TRUE,MDedge Pediatrics is the leading news source for pediatricians. Now part of the Medscape Professional Network.,2009-04-10 18:34,1,1,4,0,4219,223,7317,104,"Rockville, MD",0,0
3371,2022-07-09 16:51,A Johnson County resident who had recently traveled out of state was tested for monkeypox at the Kansas Health and Environment Laboratories. _URL_,True Anthem,TRUE,TRUE,Breaking the news in Kansas City since 1880.,2008-05-30 16:08,2,3,4,1,299283,886,283585,2974,"Kansas City, Mo.",0,0
5172,2022-07-09 23:00,A Johnson County resident who had recently traveled out of state was tested for monkeypox at the Kansas Health and Environment Laboratories. _URL_,True Anthem,TRUE,TRUE,Breaking the news in Kansas City since 1880.,2008-05-30 16:08,1,0,3,1,299283,886,283585,2974,"Kansas City, Mo.",0,0
3131,2022-07-09 16:00,A Korean company has created a PCR-test for monkeypox with #AI. _URL_,Buffer,FALSE,TRUE,We are discovering and defining what's next.,2014-02-17 3:55,0,0,1,0,239,2,1250,0,None,0,0
4290,2022-07-09 20:01,"A male who tested positive for monkeypox, to become Jamaica's first confirmed case of the disease, has absconded the health facility where he had been put into isolation pending his recovery, the Ministry of Health and Wellness has confirmed. _URL_ _URL_",TweetDeck,FALSE,TRUE,Jamaica's Number 1 Daily Newspaper: Always Ahead,2008-04-22 4:40,4,3,11,14,393734,337,227682,1335,"Kingston, Jamaica",0,0
2967,2022-07-09 15:26,A man who caught monkeypox says it has been 'one of the most painful and miserable experiences of my life.' Here's a timeline of his infection. _URL_,Twitter for iPhone,FALSE,FALSE,:television: TV Producer. 3 Times #Emmy :trophy:Award Winner Daytime. Vivo en Los Angeles :palm_tree: CA :United_States: pero…:hundred_points:%Mexicano:Mexico:. #TvProducer,2009-06-29 21:09,1,0,3,0,5228,1551,12341,24,West Hollywood CA,0,0
3514,2022-07-09 17:17,A man who caught monkeypox says it has been 'one of the most painful and miserable experiences of my life.' Here's a timeline of his infection. _URL_ via @thisisinsider,Twitter Web App,FALSE,FALSE,None,2010-10-05 3:19,0,0,0,0,247,1028,96796,30,None,0,0
4575,2022-07-09 21:03,A man who caught monkeypox says it has been 'one of the most painful and miserable experiences of my life.' Here's a timeline of his infection. #ThorLoveAndThunder _URL_,Twitter for Android,FALSE,FALSE,now the property of the king and his army,2021-04-18 4:22,0,0,0,0,23,453,5671,0,Abyss,0,0
3478,2022-07-09 17:10,A recent study that is yet to be peer-reviewed has found that people infected with #monkeypox may not show any of the typical or atypical symptoms. This came after three men tested positive for the disease but had no symptoms whatsoever. _URL_,SocialFlow,TRUE,TRUE,"Science, technology, environment and health news from The Hindu",2013-03-28 9:59,3,1,10,0,83334,40,9829,348,"Chennai, India",0,0
4429,2022-07-09 20:31,A search is now underway for the patient who is Jamaica's first confirmed case of monkeypox who has reportedly fled the health facility where he had been put in isolation pending his recovery. _URL_,Twitter Web App,FALSE,TRUE,Jamaica's Number 1 Daily Newspaper: Always Ahead,2008-04-22 4:40,12,7,9,6,393734,337,227682,1335,"Kingston, Jamaica",0,0
2499,2022-07-09 13:35,"A second possible case of monkeypox was reported in Oakland County, officials say. _URL_",WordPress.com,FALSE,TRUE,collaboration@support.exbulletin.com,2022-01-14 23:40,0,0,0,0,103,1,128163,1,None,0,0
5624,2022-07-13 20:34,"Actually, important points on #monkeypox that I didn't put in my thread:  1) :monkey:pox is not an STI: don't create a stigma around it -- don't create stigma around any disease for that matter 2) don't stigmatize people who get mpox or the vaccine (it will discourage adoption) _URL_",Twitter Web App,FALSE,TRUE,"Doing things at @PRISM_global, otherwise probably thinking about LatAm and tacos. @QMUL and @CityCollegeNY alum. :rainbow_flag:.",2015-11-24 1:58,0,0,0,1,732,705,8990,13,NYC,0,0
2880,2022-07-09 15:09,Adding Singapore :Singapore:: +1 (4 total #monkeypox cases). The fourth case in an India :India: national traveling from Europe. Is India next ? _URL_,Twitter Web App,FALSE,FALSE,"CDO, Digital Transformation & Innovation Advisor, Mobility of the Future, Enterprise Architect, Program & Project Manager. Born CO2 Level was @322 ppm. #AITask.",2010-02-08 20:40,1,1,0,0,4560,5002,493987,361,"Cologne Area, Germany",0,0
5156,2022-07-09 22:57,ADVISORY 074-2022 75% OF NEW YORK CITY'S MONKEYPOX CASES ARE IN MANHATTAN _URL_,Twitter for iPhone,FALSE,TRUE,Philippine Consulate General in New York Welcome to the official Twitter account of the Philippine Consulate General in New York.,2019-01-24 19:00,0,0,0,0,557,5,208,5,"New York, NY",0,0
5086,2022-07-09 22:42,AHF warns WHO that monkeypox is a pandemic _URL_,Twitter Web App,FALSE,TRUE,"Reality tv star, fashion designer, + woman WAY ahead of her time _URL_ _URL_",2010-01-11 19:56,1,0,1,0,1901,400,146276,93,Mortville,0,0
5042,2022-07-09 22:34,"All the analysis from last night's Dunedin disaster, a teacher's five years of misery, everything you need to know about monkeypox and our nationwide RTD shortage. More at @nzherald @nzheraldsport _URL_",Twitter for iPhone,FALSE,FALSE,Herald on Sunday editor.,2009-05-27 2:04,0,0,1,0,567,485,111,11,Auckland,0,0
5513,2022-07-13 2:29,"Also Monkeypox isn't an STD/STI nor is it a ""gay"" disease. As of right now there's no evidence/information on whether is passed thru semen or vaginal fluid. Please research it before spreading false information. _URL_",Twitter for iPhone,FALSE,TRUE,18+ ONLY! 30 yo Dom Verbal Top who sl*ts out No Load Refused c*mdumps. I film the sessions & upload them to JFF. NYC. _URL_,2021-01-30 0:41,1,0,12,0,28587,141,5200,111,New York,0,0
2366,2022-07-09 13:00,"Amid a global surge of new monkeypox virus cases, the World Health Organization will reconvene a meeting of an emergency committee. _URL_",Hootsuite Inc.,TRUE,TRUE,"The National Interest is one of the nation's premier international-affairs magazines. We cover foreign policy, national security, politics, technology and more.",2010-06-05 16:10,1,0,2,0,91457,10128,125730,2176,"Washington, DC",0,0
3792,2022-07-09 18:25,"Amid monkeypox outbreak, CDC plan to release 1.6 million doses of Bavarian Nordic's Jynneos vaccine, the smallpox vaccine! $BAVA.CO $BVNRY #Monkeybox #vaccine _URL_",Twitter Web App,FALSE,TRUE,Investor Relations & PR firm working with growth #LifeSciences #Tech #Mining #Consumer companies to connect #WallStreet #Investors — No investment advice/DYODD,2014-06-16 13:22,1,0,1,0,2225,4700,22427,32,"New York, NY",0,0
5252,2022-07-09 23:15,"An important overview of monkeypox for dental hygienists and other dental professionals, from Spring Hatfield, RDH, BSPH. _URL_ #dentalhygiene #dentalhygienist #registereddentalhygienist #hygiene #hygienist #hygieneschool #dentalhygieneschool #hygienestudent _URL_",Buffer,FALSE,TRUE,Today's RDH is a digital-only publication for curious and passionate dental hygienists.,2020-03-17 17:21,0,0,0,0,79,0,1217,1,None,0,0
2573,2022-07-09 13:53,"Andorra :Andorra: announced that it identified its first Monkeypox case earlier this week.  Andorra :Andorra: is the 60th country to identify a confirmed Monkeypox case outside of the epicentre countries. This case wasn't picked up by the ECDC, but it should be added on their next update.",Twitter for iPhone,FALSE,TRUE,Live updates on the Monkeypox outbreak and case count around the world :globe_showing_Americas: Support us- _URL_,2018-08-09 12:08,7,1,42,0,10469,9,1026,99,"Miami, FL",0,0
3505,2022-07-09 17:16,"Another thing to mention is preliminary data seems to show that shedding of monkeypox virus in some individuals begins before symptom onset, which would promote spread in those who feel their risk is safe.",Twitter Web App,FALSE,TRUE,Clinical Epidemiologist | Biometeorology (Climatological spread of infectious disease) | Stud. Pilot | Weather forecasting-Penn State 5/22| Linguistics | #UTSW,2021-09-24 14:25,0,0,0,0,23,82,365,0,"Dallas, TX",0,0
3417,2022-07-09 17:00,"Anyone can catch monkeypox.  You get a rash with blisters plus aches, a fever and swollen glands for up to three weeks. Spotted these symptoms? Avoid close physical contact with others and call 111 or visit _URL_ as soon as you can. _URL_",Hootsuite Inc.,TRUE,TRUE,"Royal Cornwall Hospitals NHS Trust, Cornwall",2010-01-13 13:03,2,0,0,0,7491,763,13529,104,Truro,0,0
3465,2022-07-09 17:08,"Anyone can catch monkeypox.  You get a rash with blisters plus aches, a fever and swollen glands for up to three weeks.  Spotted these symptoms?  Avoid close physical contact with others visit _URL_ as soon as you can. _URL_",Twitter Web App,FALSE,TRUE,Welcome to Sutton Health and Care. We are an innovative health and care partnership providing community health and sexual health services in Sutton.,2019-07-09 9:29,3,0,4,0,477,106,591,1,"Sutton, London",0,0
3137,2022-07-09 16:01,"Anyone can catch monkeypox. You get a rash with blisters plus aches, a fever and swollen glands for up to three weeks. Spotted these symptoms? Avoid close physical contact with others and call 111 or visit _URL_ as soon as you can. _URL_",Hootsuite Inc.,TRUE,TRUE,"This account is monitored Monday - Friday 9 - 5. Need urgent mental health support? Call 08081 966798, FREE 24/7 or if your life is in immediate danger call 999",2011-12-05 9:09,0,0,0,0,4303,767,11813,79,Coventry & Warwickshire,0,0
3680,2022-07-09 18:00,"Anyone can catch monkeypox. You get a rash with blisters plus aches, a fever and swollen glands for up to three weeks.  Spotted these symptoms?  Avoid close physical contact with others and visit _URL_ _URL_",TweetDeck,FALSE,TRUE,This is an official feed of the UK Health Security Agency (UKHSA) providing regular news updates on the work of the organisation in the North West.,2013-04-17 9:01,0,0,1,0,6769,2013,18919,83,"North West, England",0,0
2616,2022-07-09 14:02,"Anyone can catch monkeypox. You get a rash with blisters plus aches, a fever and swollen glands for up to three weeks.  Spotted these symptoms? Avoid close physical contact with others and call 111 or visit _URL_ as soon as you can. _URL_",Hootsuite Inc.,FALSE,TRUE,"Our vision is our neighbourhoods, places and system will seamlessly integrate to provide joined up care. Every citizen will enjoy their best possible health.",2010-02-05 15:04,0,0,0,0,12433,2056,13291,216,Nottingham and Nottinghamshire,0,0
4277,2022-07-09 20:00,"Anyone with a rash that looks like monkeypox should talk to their healthcare provider. If you are a Detroit resident or medical provider with questions, please call our nurse hotline Monday through Friday, 9 AM– 5 PM: 313-876-4444 or send us an email: dhdoutbreak@detroitmi.gov _URL_",Hootsuite Inc.,FALSE,TRUE,The Detroit Health Department provides quality public health services and partners with neighborhoods and community stakeholders to create a healthy Detroit.,2009-05-12 19:08,2,1,1,1,2557,1087,5817,88,"Detroit, Michigan",0,0
4418,2022-07-09 20:29,Argentina :Argentina: 3 confirmed Monkeypox case 9 total case confirmed in Argentina Total Confirmed Cases 9613 Worldwide #monkeypox #Affenpocken #who #virus #vaccine #Argentina _URL_,Twitter Web App,FALSE,FALSE,Real time data on monkeypox outbreak _URL_,2022-03-25 15:03,0,0,4,0,280,304,960,4,EARTH,0,0
4345,2022-07-09 20:13,Argentina :Argentina: just confirmed 2 additional cases of Monkeypox for a total of 9 cases.,Twitter for iPhone,FALSE,TRUE,Live updates on the Monkeypox outbreak and case count around the world :globe_showing_Americas: Support us- _URL_,2018-08-09 12:08,1,1,21,0,10469,9,1026,99,"Miami, FL",0,0
2526,2022-07-09 13:41,Argentina :Argentina: just confirmed an additional case for its 7th monkeypox case in the country.  The case is related to a Denmark :Denmark: resident who visited the country. _URL_,Twitter for iPhone,FALSE,TRUE,Live updates on the Monkeypox outbreak and case count around the world :globe_showing_Americas: Support us- _URL_,2018-08-09 12:08,3,1,35,0,10469,9,1026,99,"Miami, FL",0,0
2940,2022-07-09 15:19,Arkansas reports first case of monkeypox _URL_ #CovidIsNotOver #Monkeypox,Twitter Web App,FALSE,FALSE,"School workers, students and parents fighting to stop the spread of COVID-19 and eliminate the virus. Sign up to our newsletter here: _URL_",2022-01-10 10:55,2,0,2,0,383,347,2986,7,None,0,0
3203,2022-07-09 16:15,Arkansas reports first case of monkeypox - World Socialist Web Site _URL_,Twitter for iPhone,FALSE,FALSE,"married , with 2 children. #CEV #EDS #CFS #NoToWar",2020-03-27 23:21,0,0,0,0,11230,12253,128415,27,None,0,0
4494,2022-07-09 20:45,"As @guscairns reported for @aidsmap, a Belgian study found that anal swabs collected for routine STD screening tested positive for #monkeypox in a few men without symptoms. More research is needed, but this could suggest that sexual transmission prior to symptoms may be possible.",Twitter Web App,TRUE,FALSE,"Medical journalist; science editor for @POZmagazine/@Hepatitismag/@CancerHealthmag; Bay Area Reporter (@eBARnews), @aidsmap/@infohep; research beagle adopter",2009-03-21 21:54,1,2,5,0,12738,6361,26383,351,San Francisco/St. Pete,0,0
3852,2022-07-09 18:40,"As criticism grows from LGBTQ activists and others, L.A. County public health said it will expand eligibility for the monkeypox vaccine to certain patients with recent sexually transmitted diseases and to high-risk people at Men's Central Jail _URL_",Twitter Web App,TRUE,TRUE,Covering the world with a West Coast perspective. Subscribe now: _URL_,2008-10-09 11:07,3,3,14,0,3953657,7074,448912,35778,"El Segundo, CA",0,0
2633,2022-07-09 14:04,"As monkeypox hits California's LGBTQ community, activists say not enough is being done _URL_",Twitter Web App,FALSE,FALSE,None,2018-04-30 22:58,0,1,0,0,4,10,6115,0,None,0,0
5447,2022-07-09 23:47,"As monkeypox spreads in California, LGBTQ community demands urgent action _URL_",WordPress.com,FALSE,TRUE,TrendRadars,2021-04-04 13:32,0,0,0,0,93,157,165467,1,None,0,0
2625,2022-07-09 14:02,"As of July 6, 2022, Labcorp will be testing for #Monkeypox using the CDC's orthopoxvirus test. #InfectiousDisease _URL_",HubSpot,FALSE,TRUE,"From expert insights to the latest advances, we'll help you lead your clinical lab to success! Formerly Clinical Lab Manager. Free subscription: _URL_",2018-12-21 16:44,0,0,0,0,482,473,4061,5,"Wilmington, DE",0,0
3432,2022-07-09 17:02,"As of July 8, the CDC reported 136 cases of monkeypox in CA – the most cases in any U.S. state. KQED spoke to experts to get the latest info on monkeypox, its transmission + treatment, cases in the Bay Area and what to do if you get infected: _URL_",TweetDeck,TRUE,TRUE,Bay Area public radio and digital news :bridge_at_night: Proud member of @NPR's California Newsroom :bear: Sign up for our daily newsletter :open_mailbox_with_raised_flag: _URL_,2008-05-23 19:31,1,1,2,0,50854,1440,107918,1545,"San Francisco, California",0,0
3124,2022-07-09 16:00,"As the number of monkeypox cases rises across the country, at least one location is having trouble meeting demand for vaccinations. _URL_ _URL_",Sprinklr Publishing,TRUE,TRUE,WebMD and our medical team bring you the most trustworthy and timely health news and information.,2009-03-23 1:43,15,2,29,2,3121386,414,72278,10271,USA,0,0
4228,2022-07-09 19:52,"At least 36 of the 50 U.S. states have now reported at least one case of #MonkeyPox, data from the U.S. CDC shows.",TweetDeck,TRUE,TRUE,"Watch live: _URL_  Material is distributed by MediaLinks TV, LLC on behalf of CCTV. Info available at the Department of Justice in DC.",2012-06-27 14:45,2,0,5,0,289686,2352,127266,1430,"Washington, DC",0,0
4229,2022-07-09 19:52,"At least 36 of the 50 U.S. states have now reported at least one case of #MonkeyPox, data from the U.S. CDC shows. #CGTNAmerica",TweetDeck,TRUE,TRUE,CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.,2013-01-24 3:18,5,0,22,0,13312118,74,230954,8384,"Beijing, China",0,0
3846,2022-07-09 18:38,"Austin Public Health confirms 6 positive, 3 presumptive cases of monkeypox disease - KEYE TV CBS Austin _URL_ via @GoogleNews",Twitter Web App,FALSE,FALSE,Crusader against police brutality through education; information sharing; boycotting and wealth building.,2010-05-05 5:04,0,0,0,0,505,528,43991,10,None,0,0
2644,2022-07-09 14:06,"Australia Monkeypox Cases Surge After Local Transmission, Could Spread In Country _URL_",WordPress.com,FALSE,TRUE,"_URL_ is your news, entertainment, Health, Technology, World News website. We provide you with the latest breaking news and videos.",2011-03-28 9:57,0,0,0,0,612,2152,50416,6,USA,0,0
2904,2022-07-09 15:13,Austria :Austria: confirms 25 new #monkeypox cases for a total of 62 confirmed cases.  This is an increase of 68% in the past week. _URL_,Twitter Web App,FALSE,FALSE,"CDO, Digital Transformation & Innovation Advisor, Mobility of the Future, Enterprise Architect, Program & Project Manager. Born CO2 Level was @322 ppm. #AITask.",2010-02-08 20:40,0,1,0,0,4560,5002,493987,361,"Cologne Area, Germany",0,0
4794,2022-07-09 21:45,B.C adds 3 additional cases of Monkeypox in its province for a total of 21 cases. There are now 401 confirmed monkeypox cases in Canada :Canada: _URL_,Twitter for iPhone,FALSE,TRUE,Live updates on the Monkeypox outbreak and case count around the world :globe_showing_Americas: Support us- _URL_,2018-08-09 12:08,9,0,44,0,10469,9,1026,99,"Miami, FL",0,0
5548,2022-07-13 13:07,"Barbados health authorities are investigating a possible case of the monkeypox disease, with the Chief Medical Officer (CMO) Dr Kenneth George confirming that he is aware of the suspected case. _URL_",WordPress.com,FALSE,FALSE,Broadcaster and Journalist at Wee Fm Radio.,2009-06-27 15:54,1,0,0,0,1983,1956,10368,16,Grenada,0,0
3000,2022-07-09 15:32,Bay Area LGBT community frustrated by response to monkeypox outbreak - KPIX CBS SF Bay Area _URL_ via @GoogleNews,Twitter Web App,FALSE,FALSE,None,2009-03-06 18:56,0,0,0,0,7263,7796,213325,4,"Tennessee , USA",0,0
2317,2022-07-09 12:51,Bay Area LGBT community frustrated by response to monkeypox outbreak – KPIX CBS SF Bay Area _URL_,WordPress.com,FALSE,FALSE,None,2022-03-19 7:50,0,0,0,0,36,1,16162,1,None,0,0
3021,2022-07-09 15:36,"Beginning Monday, July 11, monkeypox vaccines will become available by invitation only to: -Patients of community STD and HIV clinics, Public Health Centers, and other community clinics located across Los Angeles County who meet the following clinical criteria:",Twitter for iPhone,FALSE,TRUE,"Progressive West Hollywood City Mayor Pro Tempore :rainbow_flag: Proud Community Leader, Lesbian, Iranian-American, Renter, Wife & Fur Mom",2018-12-17 20:28,0,0,0,0,1079,653,1128,12,"West Hollywood, CA",0,0
2433,2022-07-09 13:15,"Biden administration to distribute 144,000 additional doses of monkeypox vaccine as cases spike _URL_",Twitter for iPad,FALSE,FALSE,"A mom, and a special education teacher. Love nature, love life, love freedom.",2013-01-16 16:07,0,0,0,0,1668,2281,247806,7,None,0,0
3421,2022-07-09 17:01,"Biden administration to distribute 144,000 doses of monkeypox vax across the US _URL_",Sprout Social,TRUE,TRUE,The news that matters to you from local experts and trusted sources. Always live on the free @Audacy app.,2008-10-24 15:22,0,0,0,0,41629,934,156660,942,"Dallas, TX",0,0
3728,2022-07-09 18:07,"Big relief regarding monkeypox in the country, report of suspected patient found in Kolkata came negative  #Kolkata #monkeypox #monkeypoxcase #WestBengal _URL_",Twitter Web App,FALSE,TRUE,News8Plus collects news from various trusted sources & publish in a single platform. News8Plus for realtime news updates. Facebook Page- _URL_,2020-01-13 20:48,0,0,0,0,230,0,174089,1,None,0,0
2524,2022-07-09 13:41,Brazil - Number of monkeypox cases rises to 173 _URL_ h/t Shiloh,Twitter Web App,FALSE,TRUE,Est. 2006- We are a 501(c)(3)non profit charity of volunteers from many countries who document disease & human rights. Following does not imply endorsement.,2009-01-16 21:48,2,0,2,0,25267,576,103076,1327,International Website,0,0
2847,2022-07-09 15:01,Brazil :Brazil: Health ministry just announced additional 31 #monkeypox cases in the country for a total of 173 confirmed cases.  Brazil cases more than doubled in 72 hours. _URL_,Twitter Web App,FALSE,FALSE,"CDO, Digital Transformation & Innovation Advisor, Mobility of the Future, Enterprise Architect, Program & Project Manager. Born CO2 Level was @322 ppm. #AITask.",2010-02-08 20:40,0,1,0,0,4560,5002,493987,361,"Cologne Area, Germany",0,0
3999,2022-07-09 19:09,Breaking News Monkey Pox patient escapes from May Pen Hospital .Jamaica is now on high alert .,Twitter for Android,FALSE,FALSE,I'm a proud conservative !  Subscribe to my YouTube channel:backhand_index_pointing_down: _URL_,2013-08-21 14:43,0,0,1,0,1716,2210,23220,5,"Ocho Rios, St.Ann, Jamaica",0,0
3230,2022-07-09 16:20,BREAKING: First presumptive case of Monkeypox in Kansas is in Johnson County. _URL_ _URL_,TweetDeck,TRUE,TRUE,Journalist for @KCTV5 News/ _URL_ / News Content Center/Assignment Desk/Web/Live Ops/ Bio: _URL_ / Some Work: _URL_,2011-11-02 16:59,2,0,3,2,1253,725,14368,69,Kansas City,0,0
3815,2022-07-09 18:30,BREAKING: Nationwide News understands that the patient who was hospitalised with monkey pox has fled the May Pen Hospital.  Nationwide News sources the police have been alerted that the patient has absconded medical care.,Twitter for iPhone,FALSE,TRUE,"Jamaican news, current affairs, sports & entertainment. :telephone_receiver:: 876-630-1210. WhatsApp: 876-285-5693. Subscribe on YouTube: Nationwide90FM. #TeamRevolution",2010-02-08 19:44,544,138,668,1603,120714,339,44397,228,"6 Bradley Avenue, Kingston",0,0
4905,2022-07-09 22:06,BREAKING: Nationwide News understands the monkeypox patient who fled the May Pen Hospital has been found. He was reportedly taken into custody at his home a short while ago. He is now back in isolation. _URL_,Twitter for Android,FALSE,TRUE,"Humble, RAW Island :desert_island: Freak. Is he a Philosopher :man:(PhD) or a Pornstar:star:? I only collaborate with FANs. Subscribe & your wish is my command. MAIN PAGE!!",2020-07-21 0:38,0,0,0,0,18129,1761,51953,39,"Queens, NY",0,0
4706,2022-07-09 21:28,BREAKING: Nationwide News understands the monkeypox patient who fled the May Pen Hospital has been found. He was reportedly taken into custody at his home a short while ago. He is now back in isolation. _URL_ _URL_,Twitter Web App,FALSE,TRUE,"Jamaican news, current affairs, sports & entertainment. :telephone_receiver:: 876-630-1210. WhatsApp: 876-285-5693. Subscribe on YouTube: Nationwide90FM. #TeamRevolution",2010-02-08 19:44,292,46,336,198,120714,339,44397,228,"6 Bradley Avenue, Kingston",0,0
3607,2022-07-09 17:40,"Brian Thomas, a nurse, tested positive for monkeypox after attending Ft. Lauderdale Pride. He is now using social media to spread awareness about the disease. _URL_",SocialNewsDesk,TRUE,TRUE,"Always On Your Side, First Coast News WTLV/WJXX Jacksonville, FL. Join the thousands following First Coast News.",2009-01-07 20:33,0,3,0,0,139685,1234,297750,1109,"Jacksonville, FL",0,0
4869,2022-07-09 22:00,"Brian Thomas, a nurse, tested positive for monkeypox. He is now using social media to spread awareness about the disease. _URL_",SocialNewsDesk,TRUE,TRUE,@WHAS11 News delivers news and information that resonates with Kentuckians and Hoosiers on multiple platforms. _URL_ | News tips: assign@_URL_,2009-02-11 1:36,1,1,1,0,175562,671,233170,1060,"Louisville, KY",0,0
2419,2022-07-09 13:12,"Bringing a major relief for the people of #Kolkata and the #WestBengal health department, the youth who was admitted to a city-based hospital on Friday as a #monkeypox virus victim suspect, has tested negative. _URL_",Twitter Web App,TRUE,TRUE,India's largest independent News Agency,2010-05-08 13:21,0,0,3,0,79130,43,353082,661,New Delhi,0,0
2458,2022-07-09 13:24,"Bringing a major relief for the people of Kolkata and the West Bengal health department, the youth who was admitted to a city-based hospital on Friday as a monkeypox virus victim suspect, has tested negative. #OmmcomNews _URL_",Twitter Web App,FALSE,TRUE,"Capturing Odisha Online. Breaking News Alert From Odisha, India & World..",2016-05-24 11:40,0,0,0,0,3890,433,145643,86,"Bhubaneshwar, India",0,0
3130,2022-07-09 16:00,Can monkeypox become a threat in India? Learn from former AIIMS director _URL_,WordPress.com,FALSE,TRUE,"Photographer,Shayar,website maker,",2015-06-03 17:06,0,0,0,0,47,36,56351,0,"Indore, India",0,0
4937,2022-07-09 22:11,Can monkeypox become a threat in India? Learn from former AIIMS director _URL_,WordPress.com,FALSE,TRUE,News Publisher,2022-05-06 9:10,0,0,0,0,222,1069,3086,0,India,0,0
5344,2022-07-09 23:30,Canada :Canada: 3 confirmed Monkeypox case 401 total case confirmed in Canada Total Confirmed Cases 9617 Worldwide #monkeypox #Affenpocken #who #virus #vaccine #Canada _URL_,Twitter Web App,FALSE,FALSE,Real time data on monkeypox outbreak _URL_,2022-03-25 15:03,1,0,4,0,280,304,960,4,EARTH,0,0
5206,2022-07-09 23:06,Canada Is Now Reporting 300 Cases Of Monkeypox &amp; Here's Where They Are _URL_,Twitter Web App,FALSE,TRUE,"Author of: An Erotic Phenotype, Moral Indignation, and Tilogos. Owner, Idein Publishing :trade_mark:",2012-10-28 23:16,0,0,0,0,1027,944,9510,10,"Riverview, New Brunswick",0,0
2360,2022-07-09 13:00,"Cases of #monkeypox are still on the rise in the UK. While the majority of cases have been in gay &amp; bi men so far, anyone can get monkeypox, regardless of sexual orientation. It can take up to 3 weeks for symptoms to appear after being in contact with someone with monkeypox :backhand_index_pointing_down: _URL_",Twitter Web App,TRUE,TRUE,"We imagine a world where all lesbian, gay, bi, trans, queer, questioning and ace (LGBTQ+) people are free to be ourselves :rainbow: #TakePride",2009-01-28 13:31,8,0,15,0,250421,2532,47692,1729,London,0,0
3694,2022-07-09 18:01,Cases of monkeypox are up 50 percent in New York City since the partying ended. _URL_,dlvr.it,TRUE,TRUE,The Western Journal is a news company that drives positive cultural change by equipping readers with truth. _URL_,2009-06-11 23:20,5,2,13,2,42230,382,87262,663,"Phoenix, AZ",0,0
